Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation,API
5,2,2,1,2,2,South-Right1,2624.08,86,33,29,3,T,522122South-Right1,4.30E+12
5,2,2,1,2,2,South-Right2,0,0,0,0,0,T,522122South-Right2,4.30E+12
16,2,2,1,2,2,West-Up2,0,0,0,0,0,T,1622122West-Up2,4.30E+13
16,2,2,1,2,2,West-Up1,2647.08,1,13,33,4,T,1622122West-Up1,4.30E+13
16,2,2,1,2,2,West-Down1,1321.48,1,20,42,4,T,1622122West-Down1,4.30E+13
16,2,2,1,2,2,West-Down2,1321.15,1,20,36,4,T,1622122West-Down2,4.30E+13
16,2,2,1,2,2,East-Up2,0,0,0,0,0,T,1622122East-Up2,4.30E+13
16,2,2,1,2,2,East-Up1,2639.99,1,13,44,4,T,1622122East-Up1,4.30E+13
16,2,2,1,2,2,East-Down1,0,0,0,0,0,T,1622122East-Down1,4.30E+13
16,2,2,1,2,2,East-Down2,2640.4,1,13,8,4,T,1622122East-Down2,4.30E+13
16,2,2,1,2,2,North-Left2,1327.66,88,34,19,3,T,1622122North-Left2,4.30E+13
16,2,2,1,2,2,North-Left1,1319.81,89,1,57,3,T,1622122North-Left1,4.30E+13
16,2,2,1,2,2,North-Right1,1319.81,89,1,57,3,T,1622122North-Right1,4.30E+13
16,2,2,1,2,2,North-Right2,1319.46,89,5,59,3,T,1622122North-Right2,4.30E+13
16,2,2,1,2,2,South-Left2,0,0,0,0,0,T,1622122South-Left2,4.30E+13
16,2,2,1,2,2,South-Left1,2640.26,88,51,0,3,T,1622122South-Left1,4.30E+13
16,2,2,1,2,2,South-Right1,0,0,0,0,0,T,1622122South-Right1,4.30E+13
16,2,2,1,2,2,South-Right2,2640.71,88,50,51,3,T,1622122South-Right2,4.30E+13
9,2,2,1,2,2,West-Up2,1367.27,0,21,2,4,T,922122West-Up2,4.30E+13
9,2,2,1,2,2,West-Up1,1321.03,0,20,20,4,T,922122West-Up1,4.30E+13
9,2,2,1,2,2,West-Down1,1321.02,0,20,34,4,T,922122West-Down1,4.30E+13
9,2,2,1,2,2,West-Down2,1226.83,0,14,30,4,T,922122West-Down2,4.30E+13
9,2,2,1,2,2,East-Up2,0,0,0,0,0,T,922122East-Up2,4.30E+13
9,2,2,1,2,2,East-Up1,2669.84,0,9,26,2,T,922122East-Up1,4.30E+13
9,2,2,1,2,2,East-Down1,1322.35,0,53,53,4,T,922122East-Down1,4.30E+13
9,2,2,1,2,2,East-Down2,1322.05,0,52,48,4,T,922122East-Down2,4.30E+13
9,2,2,1,2,2,North-Left2,1319.03,88,58,51,3,T,922122North-Left2,4.30E+13
9,2,2,1,2,2,North-Left1,0,0,0,0,0,T,922122North-Left1,4.30E+13
9,2,2,1,2,2,North-Right1,0,0,0,0,0,T,922122North-Right1,4.30E+13
9,2,2,1,2,2,North-Right2,3951.2,89,3,46,3,T,922122North-Right2,4.30E+13
9,2,2,1,2,2,South-Left2,0,0,0,0,0,T,922122South-Left2,4.30E+13
9,2,2,1,2,2,South-Left1,2636.77,88,48,21,4,T,922122South-Left1,4.30E+13
9,2,2,1,2,2,South-Right1,1329.3,88,35,58,3,T,922122South-Right1,4.30E+13
9,2,2,1,2,2,South-Right2,1309.06,88,34,5,3,T,922122South-Right2,4.30E+13
36,7,2,20,1,1,West-Up2,1375.26,0,54,35,2,T,36722011West-Up2,4.30E+13
36,7,2,20,1,1,West-Up1,1375.27,0,55,0,2,T,36722011West-Up1,4.30E+13
36,7,2,20,1,1,West-Down1,1371.85,0,55,44,2,T,36722011West-Down1,4.30E+13
36,7,2,20,1,1,West-Down2,1371.08,0,55,24,2,T,36722011West-Down2,4.30E+13
36,7,2,20,1,1,East-Up2,1370.7,0,16,30,4,T,36722011East-Up2,4.30E+13
36,7,2,20,1,1,East-Up1,1316.93,0,50,46,4,T,36722011East-Up1,4.30E+13
36,7,2,20,1,1,East-Down1,1385.87,1,0,40,4,T,36722011East-Down1,4.30E+13
36,7,2,20,1,1,East-Down2,1246.61,0,58,24,4,T,36722011East-Down2,4.30E+13
36,7,2,20,1,1,North-Left2,0,0,0,0,0,T,36722011North-Left2,4.30E+13
36,7,2,20,1,1,North-Left1,2576.93,88,42,20,4,T,36722011North-Left1,4.30E+13
36,7,2,20,1,1,North-Right1,2579.76,88,42,50,4,T,36722011North-Right1,4.30E+13
36,7,2,20,1,1,North-Right2,0,0,0,0,0,T,36722011North-Right2,4.30E+13
36,7,2,20,1,1,South-Left2,0,0,0,0,0,T,36722011South-Left2,4.30E+13
36,7,2,20,1,1,South-Left1,2657.75,89,23,17,3,T,36722011South-Left1,4.30E+13
36,7,2,20,1,1,South-Right1,2657.77,89,22,53,3,T,36722011South-Right1,4.30E+13
36,7,2,20,1,1,South-Right2,0,0,0,0,0,T,36722011South-Right2,4.30E+13
21,9,2,21,1,2,West-Up2,0,0,0,0,0,T,21922112West-Up2,4.30E+13
21,9,2,21,1,2,West-Up1,2649.15,0,7,36,4,T,21922112West-Up1,4.30E+13
21,9,2,21,1,2,West-Down1,2638.4,0,5,56,2,T,21922112West-Down1,4.30E+13
21,9,2,21,1,2,West-Down2,0,0,0,0,0,T,21922112West-Down2,4.30E+13
21,9,2,21,1,2,East-Up2,0,0,0,0,0,T,21922112East-Up2,4.30E+13
21,9,2,21,1,2,East-Up1,2644.02,0,0,23,4,T,21922112East-Up1,4.30E+13
21,9,2,21,1,2,East-Down1,2644.02,0,0,23,4,T,21922112East-Down1,4.30E+13
21,9,2,21,1,2,East-Down2,0,0,0,0,0,T,21922112East-Down2,4.30E+13
21,9,2,21,1,2,North-Left2,0,0,0,0,0,T,21922112North-Left2,4.30E+13
21,9,2,21,1,2,North-Left1,2641.74,89,56,4,3,T,21922112North-Left1,4.30E+13
21,9,2,21,1,2,North-Right1,2635.79,89,53,20,4,T,21922112North-Right1,4.30E+13
21,9,2,21,1,2,North-Right2,0,0,0,0,0,T,21922112North-Right2,4.30E+13
21,9,2,21,1,2,South-Left2,0,0,0,0,0,T,21922112South-Left2,4.30E+13
21,9,2,21,1,2,South-Left1,2638.41,89,58,15,4,T,21922112South-Left1,4.30E+13
21,9,2,21,1,2,South-Right1,2638.49,89,58,41,4,T,21922112South-Right1,4.30E+13
21,9,2,21,1,2,South-Right2,0,0,0,0,0,T,21922112South-Right2,4.30E+13
16,9,2,21,1,2,West-Up2,0,0,0,0,0,T,16922112West-Up2,4.30E+13
16,9,2,21,1,2,West-Up1,2649.15,0,7,36,4,T,16922112West-Up1,4.30E+13
16,9,2,21,1,2,West-Down1,2638.4,0,5,56,2,T,16922112West-Down1,4.30E+13
16,9,2,21,1,2,West-Down2,0,0,0,0,0,T,16922112West-Down2,4.30E+13
16,9,2,21,1,2,East-Up2,0,0,0,0,0,T,16922112East-Up2,4.30E+13
16,9,2,21,1,2,East-Up1,2644.02,0,0,23,4,T,16922112East-Up1,4.30E+13
16,9,2,21,1,2,East-Down1,2644.02,0,0,23,4,T,16922112East-Down1,4.30E+13
16,9,2,21,1,2,East-Down2,0,0,0,0,0,T,16922112East-Down2,4.30E+13
16,9,2,21,1,2,North-Left2,0,0,0,0,0,T,16922112North-Left2,4.30E+13
16,9,2,21,1,2,North-Left1,2641.74,89,56,4,3,T,16922112North-Left1,4.30E+13
16,9,2,21,1,2,North-Right1,2635.79,89,53,20,4,T,16922112North-Right1,4.30E+13
16,9,2,21,1,2,North-Right2,0,0,0,0,0,T,16922112North-Right2,4.30E+13
16,9,2,21,1,2,South-Left2,0,0,0,0,0,T,16922112South-Left2,4.30E+13
16,9,2,21,1,2,South-Left1,2638.41,89,58,15,4,T,16922112South-Left1,4.30E+13
16,9,2,21,1,2,South-Right1,2638.49,89,58,41,4,T,16922112South-Right1,4.30E+13
16,9,2,21,1,2,South-Right2,0,0,0,0,0,T,16922112South-Right2,4.30E+13
19,9,2,21,1,2,West-Up2,130.58,0,57,36,4,T,19922112West-Up2,4.30E+13
19,9,2,21,1,2,West-Up1,2508.04,0,57,36,4,T,19922112West-Up1,4.30E+13
19,9,2,21,1,2,West-Down1,2644.09,1,3,58,4,T,19922112West-Down1,4.30E+13
19,9,2,21,1,2,West-Down2,0,0,0,0,0,T,19922112West-Down2,4.30E+13
19,9,2,21,1,2,East-Up2,0,0,0,0,0,T,19922112East-Up2,4.30E+13
19,9,2,21,1,2,East-Up1,2638.47,0,2,23,4,T,19922112East-Up1,4.30E+13
19,9,2,21,1,2,East-Down1,2661.19,0,3,52,4,T,19922112East-Down1,4.30E+13
19,9,2,21,1,2,East-Down2,0,0,0,0,0,T,19922112East-Down2,4.30E+13
19,9,2,21,1,2,North-Left2,0,0,0,0,0,T,19922112North-Left2,4.30E+13
19,9,2,21,1,2,North-Left1,3201.61,89,23,20,3,T,19922112North-Left1,4.30E+13
19,9,2,21,1,2,North-Right1,2636.19,89,59,52,3,T,19922112North-Right1,4.30E+13
19,9,2,21,1,2,North-Right2,0,0,0,0,0,T,19922112North-Right2,4.30E+13
19,9,2,21,1,2,South-Left2,0,0,0,0,0,T,19922112South-Left2,4.30E+13
19,9,2,21,1,2,South-Left1,3104.34,89,41,11,3,T,19922112South-Left1,4.30E+13
19,9,2,21,1,2,South-Right1,2644.02,89,59,21,4,T,19922112South-Right1,4.30E+13
19,9,2,21,1,2,South-Right2,0,0,0,0,0,T,19922112South-Right2,4.30E+13
25,3,2,6,2,2,West-Up2,1315.6,0,5,54,4,T,2532622West-Up2,4.30E+13
25,3,2,6,2,2,West-Up1,1314.46,0,1,53,2,T,2532622West-Up1,4.30E+13
25,3,2,6,2,2,West-Down1,2631.46,0,4,38,2,T,2532622West-Down1,4.30E+13
25,3,2,6,2,2,West-Down2,0,0,0,0,0,T,2532622West-Down2,4.30E+13
25,3,2,6,2,2,East-Up2,0,0,0,0,0,T,2532622East-Up2,4.30E+13
25,3,2,6,2,2,East-Up1,5267.44,0,35,52,4,T,2532622East-Up1,4.30E+13
25,3,2,6,2,2,East-Down1,0,0,0,0,0,T,2532622East-Down1,4.30E+13
25,3,2,6,2,2,East-Down2,0,0,0,0,0,T,2532622East-Down2,4.30E+13
25,3,2,6,2,2,North-Left2,0,0,0,0,0,T,2532622North-Left2,4.30E+13
25,3,2,6,2,2,North-Left1,2464.66,89,53,23,2,T,2532622North-Left1,4.30E+13
25,3,2,6,2,2,North-Right1,2622.78,89,47,20,2,T,2532622North-Right1,4.30E+13
25,3,2,6,2,2,North-Right2,0,0,0,0,0,T,2532622North-Right2,4.30E+13
25,3,2,6,2,2,South-Left2,0,0,0,0,0,T,2532622South-Left2,4.30E+13
25,3,2,6,2,2,South-Left1,5144.37,89,54,8,2,T,2532622South-Left1,4.30E+13
25,3,2,6,2,2,South-Right1,0,0,0,0,0,T,2532622South-Right1,4.30E+13
25,3,2,6,2,2,South-Right2,0,0,0,0,0,T,2532622South-Right2,4.30E+13
30,3,2,6,2,2,West-Up2,0,0,0,0,0,T,3032622West-Up2,4.30E+13
30,3,2,6,2,2,West-Up1,5267.44,0,35,52,4,T,3032622West-Up1,4.30E+13
30,3,2,6,2,2,West-Down1,0,0,0,0,0,T,3032622West-Down1,4.30E+13
30,3,2,6,2,2,West-Down2,0,0,0,0,0,T,3032622West-Down2,4.30E+13
30,3,2,6,2,2,East-Up2,0,0,0,0,0,T,3032622East-Up2,4.30E+13
30,3,2,6,2,2,East-Up1,5274.04,0,21,52,4,T,3032622East-Up1,4.30E+13
30,3,2,6,2,2,East-Down1,0,0,0,0,0,T,3032622East-Down1,4.30E+13
30,3,2,6,2,2,East-Down2,0,0,0,0,0,T,3032622East-Down2,4.30E+13
30,3,2,6,2,2,North-Left2,0,0,0,0,0,T,3032622North-Left2,4.30E+13
30,3,2,6,2,2,North-Left1,2634.97,89,36,58,2,T,3032622North-Left1,4.30E+13
30,3,2,6,2,2,North-Right1,2640.73,89,59,30,1,T,3032622North-Right1,4.30E+13
30,3,2,6,2,2,North-Right2,0,0,0,0,0,T,3032622North-Right2,4.30E+13
30,3,2,6,2,2,South-Left2,0,0,0,0,0,T,3032622South-Left2,4.30E+13
30,3,2,6,2,2,South-Left1,5254.24,89,53,8,2,T,3032622South-Left1,4.30E+13
30,3,2,6,2,2,South-Right1,0,0,0,0,0,T,3032622South-Right1,4.30E+13
30,3,2,6,2,2,South-Right2,0,0,0,0,0,T,3032622South-Right2,4.30E+13
20,2,2,1,1,2,West-Up2,1320.33,0,7,57,4,T,2022112West-Up2,4.30E+13
20,2,2,1,1,2,West-Up1,1323.18,0,0,30,4,T,2022112West-Up1,4.30E+13
20,2,2,1,1,2,West-Down1,1321.99,0,15,45,4,T,2022112West-Down1,4.30E+13
20,2,2,1,1,2,West-Down2,1317.33,0,15,20,4,T,2022112West-Down2,4.30E+13
20,2,2,1,1,2,East-Up2,1314.94,0,8,46,2,T,2022112East-Up2,4.30E+13
20,2,2,1,1,2,East-Up1,1322.3,0,8,46,2,T,2022112East-Up1,4.30E+13
20,2,2,1,1,2,East-Down1,2608.05,0,22,14,2,T,2022112East-Down1,4.30E+13
20,2,2,1,1,2,East-Down2,0,0,0,0,0,T,2022112East-Down2,4.30E+13
20,2,2,1,1,2,North-Left2,0,0,0,0,0,T,2022112North-Left2,4.30E+13
20,2,2,1,1,2,North-Left1,2642.82,89,17,58,4,T,2022112North-Left1,4.30E+13
20,2,2,1,1,2,North-Right1,1309.5,89,17,58,4,T,2022112North-Right1,4.30E+13
20,2,2,1,1,2,North-Right2,1338.43,89,17,58,4,T,2022112North-Right2,4.30E+13
20,2,2,1,1,2,South-Left2,0,0,0,0,0,T,2022112South-Left2,4.30E+13
20,2,2,1,1,2,South-Left1,2611.28,89,45,31,4,T,2022112South-Left1,4.30E+13
20,2,2,1,1,2,South-Right1,2640.38,89,39,1,4,T,2022112South-Right1,4.30E+13
20,2,2,1,1,2,South-Right2,0,0,0,0,0,T,2022112South-Right2,4.30E+13
30,2,2,1,1,2,West-Up2,0,0,0,0,0,T,3022112West-Up2,4.30E+13
30,2,2,1,1,2,West-Up1,2642.78,0,0,49,4,T,3022112West-Up1,4.30E+13
30,2,2,1,1,2,West-Down1,2644.75,0,27,58,4,T,3022112West-Down1,4.30E+13
30,2,2,1,1,2,West-Down2,0,0,0,0,0,T,3022112West-Down2,4.30E+13
30,2,2,1,1,2,East-Up2,0,0,0,0,0,T,3022112East-Up2,4.30E+13
30,2,2,1,1,2,East-Up1,2640.87,0,41,11,2,T,3022112East-Up1,4.30E+13
30,2,2,1,1,2,East-Down1,2635.69,0,26,54,4,T,3022112East-Down1,4.30E+13
30,2,2,1,1,2,East-Down2,0,0,0,0,0,T,3022112East-Down2,4.30E+13
30,2,2,1,1,2,North-Left2,0,0,0,0,0,T,3022112North-Left2,4.30E+13
30,2,2,1,1,2,North-Left1,2668.13,89,12,4,4,T,3022112North-Left1,4.30E+13
30,2,2,1,1,2,North-Right1,1328.26,89,48,36,4,T,3022112North-Right1,4.30E+13
30,2,2,1,1,2,North-Right2,1328.27,89,48,36,4,T,3022112North-Right2,4.30E+13
30,2,2,1,1,2,South-Left2,0,0,0,0,0,T,3022112South-Left2,4.30E+13
30,2,2,1,1,2,South-Left1,2661.24,89,37,0,1,T,3022112South-Left1,4.30E+13
30,2,2,1,1,2,South-Right1,2630.1,89,38,21,1,T,3022112South-Right1,4.30E+13
30,2,2,1,1,2,South-Right2,0,0,0,0,0,T,3022112South-Right2,4.30E+13
23,4,2,2,1,2,West-Up2,1342.19,1,4,47,4,T,2342212West-Up2,4.30E+13
23,4,2,2,1,2,West-Up1,719.79,1,4,47,4,T,2342212West-Up1,4.30E+13
23,4,2,2,1,2,West-Down1,2636.47,1,5,1,4,T,2342212West-Down1,4.30E+13
23,4,2,2,1,2,West-Down2,0,0,0,0,0,T,2342212West-Down2,4.30E+13
23,4,2,2,1,2,East-Up2,1357.56,1,5,26,4,T,2342212East-Up2,4.30E+13
23,4,2,2,1,2,East-Up1,1357.5,1,5,18,4,T,2342212East-Up1,4.30E+13
23,4,2,2,1,2,East-Down1,1307.34,0,5,38,2,T,2342212East-Down1,4.30E+13
23,4,2,2,1,2,East-Down2,763.23,1,46,51,4,T,2342212East-Down2,4.30E+13
23,4,2,2,1,2,North-Left2,1204.99,88,12,32,2,T,2342212North-Left2,4.30E+13
23,4,2,2,1,2,North-Left1,1318.01,88,9,24,3,T,2342212North-Left1,4.30E+13
23,4,2,2,1,2,North-Right1,1318.03,88,9,30,3,T,2342212North-Right1,4.30E+13
23,4,2,2,1,2,North-Right2,1386.61,87,30,54,3,T,2342212North-Right2,4.30E+13
23,4,2,2,1,2,South-Left2,0,0,0,0,0,T,2342212South-Left2,4.30E+13
23,4,2,2,1,2,South-Left1,2655.17,88,57,10,3,T,2342212South-Left1,4.30E+13
23,4,2,2,1,2,South-Right1,1327.67,88,56,58,3,T,2342212South-Right1,4.30E+13
23,4,2,2,1,2,South-Right2,1226.84,88,56,56,3,T,2342212South-Right2,4.30E+13
8,3,2,1,1,2,West-Up2,0,0,0,0,0,T,832112West-Up2,4.30E+13
8,3,2,1,1,2,West-Up1,2639.84,0,55,42,4,T,832112West-Up1,4.30E+13
8,3,2,1,1,2,West-Down1,2636.29,0,59,43,4,T,832112West-Down1,4.30E+13
8,3,2,1,1,2,West-Down2,0,0,0,0,0,T,832112West-Down2,4.30E+13
8,3,2,1,1,2,East-Up2,0,0,0,0,0,T,832112East-Up2,4.30E+13
8,3,2,1,1,2,East-Up1,2637.35,1,3,24,1,T,832112East-Up1,4.30E+13
8,3,2,1,1,2,East-Down1,2642.28,1,3,8,1,T,832112East-Down1,4.30E+13
8,3,2,1,1,2,East-Down2,0,0,0,0,0,T,832112East-Down2,4.30E+13
8,3,2,1,1,2,North-Left2,0,0,0,0,0,T,832112North-Left2,4.30E+13
8,3,2,1,1,2,North-Left1,2629.68,89,8,16,2,T,832112North-Left1,4.30E+13
8,3,2,1,1,2,North-Right1,2629.91,89,8,9,2,T,832112North-Right1,4.30E+13
8,3,2,1,1,2,North-Right2,0,0,0,0,0,T,832112North-Right2,4.30E+13
8,3,2,1,1,2,South-Left2,0,0,0,0,0,T,832112South-Left2,4.30E+13
8,3,2,1,1,2,South-Left1,2629.45,89,10,57,2,T,832112South-Left1,4.30E+13
8,3,2,1,1,2,South-Right1,2638.69,89,10,0,2,T,832112South-Right1,4.30E+13
8,3,2,1,1,2,South-Right2,0,0,0,0,0,T,832112South-Right2,4.30E+13
6,3,2,1,1,2,West-Up2,1283.02,0,33,8,2,T,632112West-Up2,4.30E+13
6,3,2,1,1,2,West-Up1,1486.04,0,9,47,2,T,632112West-Up1,4.30E+13
6,3,2,1,1,2,West-Down1,2474.17,0,9,47,2,T,632112West-Down1,4.30E+13
6,3,2,1,1,2,West-Down2,151.84,0,21,16,2,T,632112West-Down2,4.30E+13
6,3,2,1,1,2,East-Up2,1423.3,0,4,36,4,T,632112East-Up2,4.30E+13
6,3,2,1,1,2,East-Up1,1321.84,0,2,56,4,T,632112East-Up1,4.30E+13
6,3,2,1,1,2,East-Down1,2643.2,0,4,12,4,T,632112East-Down1,4.30E+13
6,3,2,1,1,2,East-Down2,0,0,0,0,0,T,632112East-Down2,4.30E+13
6,3,2,1,1,2,North-Left2,1232.75,89,59,20,2,T,632112North-Left2,4.30E+13
6,3,2,1,1,2,North-Left1,1318.17,89,59,20,2,T,632112North-Left1,4.30E+13
6,3,2,1,1,2,North-Right1,2636.84,89,58,48,2,T,632112North-Right1,4.30E+13
6,3,2,1,1,2,North-Right2,0,0,0,0,0,T,632112North-Right2,4.30E+13
6,3,2,1,1,2,South-Left2,0,0,0,0,0,T,632112South-Left2,4.30E+13
6,3,2,1,1,2,South-Left1,2574.58,89,54,45,3,T,632112South-Left1,4.30E+13
6,3,2,1,1,2,South-Right1,2644.02,89,54,45,3,T,632112South-Right1,4.30E+13
6,3,2,1,1,2,South-Right2,0,0,0,0,0,T,632112South-Right2,4.30E+13
16,3,2,1,1,2,West-Up2,0,0,0,0,0,T,1632112West-Up2,4.30E+13
16,3,2,1,1,2,West-Up1,2638.14,0,1,41,4,T,1632112West-Up1,4.30E+13
16,3,2,1,1,2,West-Down1,2643.21,0,1,28,4,T,1632112West-Down1,4.30E+13
16,3,2,1,1,2,West-Down2,0,0,0,0,0,T,1632112West-Down2,4.30E+13
16,3,2,1,1,2,East-Up2,0,0,0,0,0,T,1632112East-Up2,4.30E+13
16,3,2,1,1,2,East-Up1,2639.4,0,28,13,2,T,1632112East-Up1,4.30E+13
16,3,2,1,1,2,East-Down1,2648.37,0,29,13,2,T,1632112East-Down1,4.30E+13
16,3,2,1,1,2,East-Down2,0,0,0,0,0,T,1632112East-Down2,4.30E+13
16,3,2,1,1,2,North-Left2,0,0,0,0,0,T,1632112North-Left2,4.30E+13
16,3,2,1,1,2,North-Left1,2639.04,89,55,24,2,T,1632112North-Left1,4.30E+13
16,3,2,1,1,2,North-Right1,2724.71,89,55,13,2,T,1632112North-Right1,4.30E+13
16,3,2,1,1,2,North-Right2,0,0,0,0,0,T,1632112North-Right2,4.30E+13
16,3,2,1,1,2,South-Left2,0,0,0,0,0,T,1632112South-Left2,4.30E+13
16,3,2,1,1,2,South-Left1,2643.7,89,59,18,2,T,1632112South-Left1,4.30E+13
16,3,2,1,1,2,South-Right1,2673.45,89,59,18,2,T,1632112South-Right1,4.30E+13
16,3,2,1,1,2,South-Right2,0,0,0,0,0,T,1632112South-Right2,4.30E+13
9,3,2,1,1,2,West-Up2,0,0,0,0,0,T,932112West-Up2,4.30E+13
9,3,2,1,1,2,West-Up1,2724.35,0,19,46,4,T,932112West-Up1,4.30E+13
9,3,2,1,1,2,West-Down1,2650.46,0,30,24,2,T,932112West-Down1,4.30E+13
9,3,2,1,1,2,West-Down2,0,0,0,0,0,T,932112West-Down2,4.30E+13
9,3,2,1,1,2,East-Up2,0,0,0,0,0,T,932112East-Up2,4.30E+13
9,3,2,1,1,2,East-Up1,5340.92,0,31,3,2,T,932112East-Up1,4.30E+13
9,3,2,1,1,2,East-Down1,0,0,0,0,0,T,932112East-Down1,4.30E+13
9,3,2,1,1,2,East-Down2,0,0,0,0,0,T,932112East-Down2,4.30E+13
9,3,2,1,1,2,North-Left2,97.66,89,37,47,1,T,932112North-Left2,4.30E+13
9,3,2,1,1,2,North-Left1,2639.4,89,48,45,1,T,932112North-Left1,4.30E+13
9,3,2,1,1,2,North-Right1,2667.23,89,36,29,1,T,932112North-Right1,4.30E+13
9,3,2,1,1,2,North-Right2,0,0,0,0,0,T,932112North-Right2,4.30E+13
9,3,2,1,1,2,South-Left2,0,0,0,0,0,T,932112South-Left2,4.30E+13
9,3,2,1,1,2,South-Left1,2639.04,89,55,24,2,T,932112South-Left1,4.30E+13
9,3,2,1,1,2,South-Right1,2724.71,89,55,13,2,T,932112South-Right1,4.30E+13
9,3,2,1,1,2,South-Right2,0,0,0,0,0,T,932112South-Right2,4.30E+13
15,3,2,1,1,2,West-Up2,0,0,0,0,0,T,1532112West-Up2,4.30E+13
15,3,2,1,1,2,West-Up1,2640.6,0,21,37,2,T,1532112West-Up1,4.30E+13
15,3,2,1,1,2,West-Down1,2653.44,1,13,18,4,T,1532112West-Down1,4.30E+13
15,3,2,1,1,2,West-Down2,0,0,0,0,0,T,1532112West-Down2,4.30E+13
